,Date,Denomination,Mint,Obverse,Reverse,Obverse_URL,Reverse_URL
2733,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, left","AEQVITAS AVGVSTI S C: Aequitas, draped. standing left, holding scales in right hand and long vertical rod in left",http://ww2.smb.museum/mk_edit/images/n29/29293/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29293/rs_thumb.jpg
2734,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","AEQVITAS AVGVSTI S C: Aequitas standing left, holding scales and palm",http://ww2.smb.museum/mk_edit/images/n29/29297/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29297/rs_thumb.jpg
2735,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","AEQVITAS AVGVSTI S C: Aequitas standing left, holding scales and palm",http://ww2.smb.museum/mk_edit/images/n29/29295/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29295/rs_thumb.jpg
2740,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","CONCORDIA AVGVSTI S C: Concordia, draped, seated left, holding patera in extended right hand over altar, left, and cornucopiae in left",http://numismatics.org/collectionimages/19001949/1944/1944.100.41573.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.41573.rev.width175.jpg
2745,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right",FIDES PVBLICA S C: Clasped hands holding caduceus and corn-ears,http://numismatics.org/collectionimages/19001949/1944/1944.100.41574.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.41574.rev.width175.jpg
2748,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","IVDAEA CAPTA S C: Judaea, draped, veiled, seated right on cuirass at foot of palm-tree in an attitude of mourning; two shields, right",http://numismatics.org/collectionimages/19001949/1927/1927.38.46.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1927/1927.38.46.rev.width175.jpg
2749,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","IVDAEA CAPTA S C: Judaea, draped, veiled, seated right on cuirass at foot of palm-tree in an attitude of mourning; various arms around","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184602/record_DE-MUS-062622_kenom_184602_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184602/record_DE-MUS-062622_kenom_184602_rs.jpg/full/120,/0/default.jpg"
2750,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","IVDEA CAPTA S C: Judaea, draped, veiled, seated right on cuirass at foot of palm-tree in an attitude of mourning; various arms around",http://ww2.smb.museum/mk_edit/images/n29/29367/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29367/rs_thumb.jpg
2753,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","IVDEA CAPTA S C: Judaea seated right on cuirass with hand tied behind back, next to trophy",http://www.britishmuseum.org/collectionimages/AN00638/AN00638004_001_l.jpg,http://www.britishmuseum.org/collectionimages/AN00637/AN00637757_001_l.jpg
2757,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","PAX AVGVSTI? S C: Pax standing left, holding branch and cornucopiae",http://ww2.smb.museum/mk_edit/images/n29/29972/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29972/rs_thumb.jpg
2761,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, left",PROVIDEN S C: Altar,http://ww2.smb.museum/mk_edit/images/n29/29496/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29496/rs_thumb.jpg
2762,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right",PROVIDENT S C: Altar,"http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128485/record_DE-MUS-062622_kenom_128485_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128485/record_DE-MUS-062622_kenom_128485_rs.jpg/full/120,/0/default.jpg"
2765,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","S C: Aquila between two standards, all on prows",http://ww2.smb.museum/mk_edit/images/n29/29582/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29582/rs_thumb.jpg
2767,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","S C: Eagle standing front on globe, wings spread, head right","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184603/record_DE-MUS-062622_kenom_184603_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184603/record_DE-MUS-062622_kenom_184603_rs.jpg/full/120,/0/default.jpg"
2769,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","S C: Victory advancing left, holding trophy",http://ww2.smb.museum/mk_edit/images/n29/29580/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29580/rs_thumb.jpg
2780,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","VICTORIA NAVALIS S C: Victory standing right on prow, holding wreath and palm","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128042/record_DE-MUS-062622_kenom_128042_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128042/record_DE-MUS-062622_kenom_128042_rs.jpg/full/120,/0/default.jpg"
2781,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","VICTORIA NAVALIS S C: Victory standing right on prow, holding wreath and palm","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184604/record_DE-MUS-062622_kenom_184604_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184604/record_DE-MUS-062622_kenom_184604_rs.jpg/full/120,/0/default.jpg"
2783,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, left","VICTORIA NAVALIS S C: Victory standing right on prow, holding wreath and palm",http://ww2.smb.museum/mk_edit/images/n29/29914/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29914/rs_thumb.jpg
2790,AD 71,Quadrans,Rome,IMP CAES VESPASIAN AVG: Trophy,PON M TR P P P COS III S C: Shields and crossed spears,http://ww2.smb.museum/mk_edit/images/n30/30754/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n30/30754/rs_thumb.jpg
2791,AD 71,Quadrans,Rome,IMP CAES VESPASIAN AVG: Modius and corn-ears,PON M TR P P P COS III S C: Priestly instruments,http://ww2.smb.museum/mk_edit/images/n30/30674/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n30/30674/rs_thumb.jpg
2796,AD 71,Quadrans,Rome,IMP VESPASIAN AVG: Palm-tree,P M TR P P P COS III S C: Vexillum,http://numismatics.org/collectionimages/19001949/1944/1944.100.41622.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.41622.rev.width175.jpg
2797,AD 71,Quadrans,Rome,IMP CAES VES AVG: Palm-tree,P M TR P P P COS III S C: Vexillum,http://ww2.smb.museum/mk_edit/images/n30/30686/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n30/30686/rs_thumb.jpg
2798,AD 71,Quadrans,Rome,IMP VESPASIAN AVG: Trophy,P M TR P P P COS III S C: Vexillum,http://ww2.smb.museum/mk_edit/images/n30/30684/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n30/30684/rs_thumb.jpg
2801,AD 72 - AD 73,Denarius,Rome,"IMP CAES VESP AVG P M COS IIII: Head of Vespasian, laureate, right","AVGVR TRI POT: Simpulum, sprinkler, jug, and lituus",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/36000/36000/36066-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/36000/36000/36066-2.jpg
2802,AD 72 - AD 73,Denarius,Rome,"IMP CAES VESP AVG P M COS IIII: Head of Vespasian, laureate, right","CONCORDIA AVGVSTI: Concordia, draped, seated left, holding patera extended in right hand and cornucopiae in left","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128045/record_DE-MUS-062622_kenom_128045_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128045/record_DE-MUS-062622_kenom_128045_rs.jpg/full/120,/0/default.jpg"
2803,AD 72 - AD 73,Denarius,Rome,"IMP CAES VESP AVG P M COS IIII: Head of Vespasian, laureate, right","NEP RED: Neptune, naked, standing left, right foot on globe, holding acrostolium in right hand, which rests on right knee, and vertical sceptre in left",http://numismatics.org/collectionimages/19501999/1985/1985.140.41.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1985/1985.140.41.rev.width175.jpg
2804,AD 72 - AD 73,Denarius,Rome,"IMP CAES VESP AVG P M COS IIII: Head of Vespasian, laureate, right","TRI POT: Vesta, draped, veiled, seated left, holding simpulum in extended right hand, left hand at side",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/36000/36000/36067-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/36000/36000/36067-2.jpg
2805,AD 72 - AD 73,Denarius,Rome,"IMP CAES VESP AVG P M COS IIII: Head of Vespasian, laureate, right","VESTA: Vesta, veiled, draped, standing left, holding simpulum in extended right hand and vertical sceptre in left",http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/36000/36000/36068-1.jpg,http://www.museudeprehistoria.org/nomisma/media/image/catalogo/thumb/36000/36000/36068-2.jpg
2806,AD 72 - AD 73,Aureus,Rome,"IMP CAES VESP AVG P M COS IIII: Head of Vespasian, laureate, right","VIC AVG: Victory, draped, wings pointed upwards, standing right on globe, holding wreath in extended right hand and palm over left shoulder in left",http://ww2.smb.museum/mk_edit/images/n19/19971/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n19/19971/rs_thumb.jpg
2807,AD 72 - AD 73,Denarius,Rome,"IMP CAES VESP AVG P M COS IIII: Head of Vespasian, laureate, right","VICTORIA AVGVSTI: Victory, draped, advancing right, holding palm over left shoulder in left hand and with right about to place wreath on a standard set on ground","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184607/record_DE-MUS-062622_kenom_184607_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184607/record_DE-MUS-062622_kenom_184607_rs.jpg/full/120,/0/default.jpg"
2808,AD 72 - AD 73,Aureus,Rome,"IMP CAES VESP AVG P M COS IIII: Head of Vespasian, laureate, right","Vespasian standing right, holding spear and parazonium, resting foot on helmet, left of Palm tree; Judaea seated right",http://ww2.smb.museum/mk_edit/images/n19/19972/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n19/19972/rs_thumb.jpg
2809,AD 72 - AD 73,Aureus,Rome,"IMP CAES VESP AVG P M COS IIII: Head of Vespasian, laureate, right","Vespasian standing in quadriga, right, holding branch and sceptre",http://ww2.smb.museum/mk_edit/images/n20/20037/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n20/20037/rs_thumb.jpg
2810,AD 72 - AD 73,Dupondius,Rome,"T CAES IMP VESP PON TR POT: Head of Titus, bearded, laureate, right","NEP RED: Neptune, naked except for cloak on left shoulder, standing left, right foot on globe, holding acrostolium in right hand and vertical sceptre in left",http://ww2.smb.museum/mk_edit/images/n30/30856/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n30/30856/rs_thumb.jpg
2811,AD 72 - AD 73,Denarius,Rome,"T CAES IMP VESP PON TR POT: Head of Titus, bearded, laureate, right","NEP RED: Neptune, naked except for cloak on left shoulder, standing left, right foot on globe, holding acrostolium in right hand and vertical sceptre in left",http://ww2.smb.museum/mk_edit/images/n31/31064/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n31/31064/rs_thumb.jpg
2812,AD 72 - AD 73,Aureus,Rome,"T CAES IMP VESP PON TR POT: Head of Titus, bearded, laureate, right","VIC AVG: Victory standing right on globe, holding wreath and palm",http://ww2.smb.museum/mk_edit/images/n30/30858/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n30/30858/rs_thumb.jpg
2813,AD 72 - AD 73,Aureus,Rome,"T CAES IMP VESP PON TR POT: Head of Titus, bearded, laureate, right","Judaea, draped, veiled, seated right under palm-tree, in attitude of mourning; behind palm-tree, Titus, in military dress, right foot on helmet, standing right, holding vertical spear in right hand and parazonium in left",http://numismatics.org/collectionimages/19501999/1967/1967.153.126.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.153.126.rev.width175.jpg
2814,AD 72 - AD 73,Denarius,Rome,"T CAES IMP VESP PON TR POT: Head of Titus, bearded, laureate, right","Judaea, draped, veiled, seated right under palm-tree, in attitude of mourning; behind palm-tree, Titus, in military dress, right foot on helmet, standing right, holding vertical spear in right hand and parazonium in left",http://numismatics.org/collectionimages/19001949/1944/1944.100.41625.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.41625.rev.width175.jpg
2815,AD 72 - AD 73,Aureus,Rome,"T CAES IMP VESP PON TR POT: Head of Titus, bearded, laureate, right","Titus, laureate, standing in quadriga right, horses pacing, holding branch in right hand and sceptre in left",http://numismatics.org/collectionimages/19501999/1954/1954.256.11.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1954/1954.256.11.rev.width175.jpg
2816,AD 72 - AD 73,Denarius,Rome,"T CAES IMP VESP PON TR POT: Head of Titus, bearded, laureate, right","Titus, laureate, standing in quadriga right, horses pacing, holding branch in right hand and sceptre in left",http://ww2.smb.museum/mk_edit/images/n31/31080/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n31/31080/rs_thumb.jpg
2819,AD 72 - AD 73,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS IIII: Head of Vespasian, laureate, right","FORTVNAE REDVCI S C: Fortuna standing left, holding branch and rudder on globe and cornucopiae","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_161860/record_DE-MUS-062622_kenom_161860_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_161860/record_DE-MUS-062622_kenom_161860_rs.jpg/full/120,/0/default.jpg"
2823,AD 72 - AD 73,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS IIII: Head of Vespasian, laureate, right","PAX AVGVSTI S C: Pax standing left, holding branch and cornucopiae",http://ww2.smb.museum/mk_edit/images/n26/26686/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26686/rs_thumb.jpg
2827,AD 72 - AD 73,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS IIII: Head of Vespasian, laureate, right","ROMA RESVRGES S C: Vespasian standing left, gesturing Roma (city) to raise; Roma (goddess) standing right",http://www.ikmk.at/edit/images/n58/58631/vs_thumb.jpg,http://www.ikmk.at/edit/images/n58/58631/rs_thumb.jpg
2829,AD 72 - AD 73,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS IIII: Head of Vespasian, laureate, right","S C: Mars advancing right, holding spear and trophy",http://ww2.smb.museum/mk_edit/images/n26/26689/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26689/rs_thumb.jpg
2834,AD 72 - AD 73,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS IIII: Head of Vespasian, laureate, right","VICTORIA AVGVSTI S C: Victory, bare to hips, standing right, right foot on helmet, inscribing VIC AVG in two lines on round shield attached on palm-tree",http://numismatics.org/collectionimages/19001949/1944/1944.100.41579.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.41579.rev.width175.jpg
2836,AD 72 - AD 73,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS IIII: Head of Vespasian, radiate, right","CONCORDIA AVGVSTI S C: Concordia seated left, holding patera and cornucopiae","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128034/record_DE-MUS-062622_kenom_128034_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128034/record_DE-MUS-062622_kenom_128034_rs.jpg/full/120,/0/default.jpg"
2837,AD 72 - AD 73,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS IIII: Head of Vespasian, radiate, right","FELICITAS PVBLICA S C: Felicitas standing left, holding caduceus and cornucopiae",http://ww2.smb.museum/mk_edit/images/n29/29930/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29930/rs_thumb.jpg
2843,AD 72 - AD 73,As,Rome,"IMP CAES VESPASIAN AVG COS IIII: Head of Vespasian, laureate, right","AEQVITAS AVGVSTI S C: Aequitas, draped, standing left, holding scales in right hand and long vertical sceptre(pertica) in left",http://numismatics.org/collectionimages/19501999/1988/1988.5.13.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1988/1988.5.13.rev.width175.jpg
2844,AD 72 - AD 73,As,Rome,"IMP CAES VESPASIAN AVG P P COS IIII: Head of Vespasian, laureate, right","AEQVITAS AVGVSTI S C: Aequitas, draped, standing left, holding scales in right hand and long vertical sceptre(pertica) in left",http://numismatics.org/collectionimages/19001949/1920/1920.102.27.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1920/1920.102.27.rev.width175.jpg
2852,AD 72 - AD 73,As,Rome,"IMP CAES VESPASIAN AVG P P COS IIII: Head of Vespasian, laureate, right","VICTORIA NAVALIS S C: Victory standing right on prow, holding wreath and palm",http://ww2.smb.museum/mk_edit/images/n29/29911/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29911/rs_thumb.jpg
2853,AD 72 - AD 73,Quadrans,Rome,IMP VESPASIAN AVG: Palm-tree,P M TR P P P COS IIII S C: Vexillum,http://ww2.smb.museum/mk_edit/images/n30/30748/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n30/30748/rs_thumb.jpg
2862,AD 72,As,Rome,"T CAES VESPAS IMP P TR P COS II: Head of Titus, laureate, right","VICTORIA NAVALIS S C: Victory standing right on prow, holding wreath and palm","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128048/record_DE-MUS-062622_kenom_128048_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128048/record_DE-MUS-062622_kenom_128048_rs.jpg/full/120,/0/default.jpg"
2867,AD 72,Sestertius,Rome,"T CAES VESPASIAN IMP PON TR POT COS II: Head of Titus, laureate, right","IVDAEA CAPTA S C: Titus standing, holding spear and parazonium to left of palm-tree, foot on helmet; Judea seated right","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128049/record_DE-MUS-062622_kenom_128049_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128049/record_DE-MUS-062622_kenom_128049_rs.jpg/full/120,/0/default.jpg"
2868,AD 72,Sestertius,Rome,"T CAES VESPASIAN IMP PON TR POT COS II: Head of Titus, laureate, right","PAX AVGVSTI S C: Pax standing left, holding branch and cornucopiae",http://www3.hhu.de/muenzkatalog/mk_edit/images/n6/6662/vs_thumb.jpg,http://www3.hhu.de/muenzkatalog/mk_edit/images/n6/6662/rs_thumb.jpg
2870,AD 72,Sestertius,Rome,"T CAES VESPASIAN IMP PON TR POT COS II: Head of Titus, laureate, right","ROMA S C: Roma standing left, holding Victory and spear",http://ww2.smb.museum/mk_edit/images/n31/31487/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n31/31487/rs_thumb.jpg
